query,ground_truth,top_ids,top_scores,correct_in_top_k,rank_of_correct,ground_truth_score
Which chapter features Bhima’s conversation with Nahusha in serpent form?,3.179,"['3.179', '3.180', '3.178', '1.151', '3.161']","[0.5616074800491333, 0.5299079418182373, 0.4989558458328247, 0.4733564853668213, 0.4628530740737915]",True,1.0,0.5616074800491333
Where is Yudhishthira shown searching for Bhima after his capture?,3.179,"['7.127', '3.152', '3.64', '3.153', '1.151']","[0.4131115674972534, 0.41279637813568115, 0.3795948624610901, 0.37841513752937317, 0.37224602699279785]",False,,0.27173057198524475
Which section narrates Yudhishthira’s dialogue with Nahusha in serpent form?,3.180,"['3.180', '3.181', '3.179', '2.6', '6.31']","[0.4982277750968933, 0.4455929398536682, 0.4388415813446045, 0.4242422580718994, 0.4143085479736328]",True,1.0,0.4982277750968933
Where does Yudhishthira answer Nahusha’s questions to free Bhima?,3.180,"['15.11', '15.12', '11.15', '12.186', '13.142']","[0.4472624957561493, 0.42868876457214355, 0.4168144166469574, 0.40745800733566284, 0.4034361243247986]",False,,0.32359248399734497
Where does Nahusha get released from his serpent curse after Yudhishthira’s answers?,3.181,"['13.51', '13.71', '13.100', '13.50', '13.103']","[0.4995209872722626, 0.46725913882255554, 0.4575093984603882, 0.45501211285591125, 0.43898409605026245]",False,,0.37482595443725586
Which chapter ends the story of Nahusha’s liberation and Bhima’s release?,3.181,"['3.152', '1.151', '3.161', '1.192', '1.148']","[0.43236833810806274, 0.4190315008163452, 0.417125940322876, 0.41619858145713806, 0.4089444577693939]",False,,0.1332327127456665
Which chapter describes Draupadi teaching Satyabhama about the duties of a virtuous wife?,3.233,"['3.233', '3.234', '3.144', '3.273', '3.235']","[0.5648017525672913, 0.48196399211883545, 0.47076427936553955, 0.4549528956413269, 0.440854012966156]",True,1.0,0.5648016929626465
Where is the conversation between Draupadi and Satyabhama on chastity found?,3.233,"['3.233', '3.234', '3.264', '4.22', '1.165']","[0.606834352016449, 0.4989601969718933, 0.47531887888908386, 0.4722585678100586, 0.45645275712013245]",True,1.0,0.606834352016449
Which chapter explains how a wife can please her husband through devoted service?,3.234,"['3.206', '1.158', '3.67', '3.296', '14.27']","[0.4439529776573181, 0.4067659378051758, 0.3989632725715637, 0.3984770178794861, 0.3928103446960449]",False,,0.30582645535469055
Where is the teaching on serving one’s husband with devotion described?,3.234,"['13.19', '12.243', '12.353', '13.130', '12.295']","[0.5398384928703308, 0.4970994293689728, 0.4890732169151306, 0.4872482419013977, 0.4863315522670746]",False,,0.2436944842338562
Where does Satyabhama depart for Dwaraka with Shri Krishna?,3.235,"['5.70', '7.81', '7.126', '3.235', '7.127']","[0.41404837369918823, 0.3857108950614929, 0.3784624934196472, 0.3744075894355774, 0.369489848613739]",True,4.0,0.3744075894355774
Which section narrates Satyabhama assuring Draupadi before leaving?,3.235,"['3.233', '3.235', '3.152', '2.79', '1.168']","[0.42723479866981506, 0.41096487641334534, 0.3990030884742737, 0.3835985064506531, 0.37584614753723145]",True,2.0,0.4109649062156677
Which chapter describes the birth of Shri Ram and the origin of Kubera?,3.274,"['3.183', '2.2', '3.274', '1.222', '8.21']","[0.5505082011222839, 0.5494529008865356, 0.5255585312843323, 0.5228090286254883, 0.5013142824172974]",True,3.0,0.5255585312843323
Where is Kubera’s attainment of wealth narrated?,3.274,"['3.206', '3.2', '3.3', '3.177', '3.259']","[0.39415204524993896, 0.38934215903282166, 0.38244765996932983, 0.3823051452636719, 0.37854844331741333]",False,,0.2496105581521988
Where is Ravana’s origin and Kubera’s curse on him described?,3.275,"['3.274', '3.275', '3.281', '12.3', '3.278']","[0.5973902940750122, 0.5903767347335815, 0.5659294128417969, 0.5376969575881958, 0.5315760374069214]",True,2.0,0.5903767347335815
"Which section tells of the birth and penance of Ravana, Kumbhakarna, and Vibhishana?",3.275,"['1.59', '3.221', '14.88', '14.65', '12.171']","[0.5006657838821411, 0.47735071182250977, 0.4746863842010498, 0.4737369418144226, 0.47347527742385864]",False,,0.44914481043815613
Which chapter narrates the gods appealing to Brahma to stop Ravana’s tyranny?,3.276,"['3.274', '3.285', '3.278', '3.281', '3.290']","[0.4961676597595215, 0.4823485314846039, 0.46142998337745667, 0.4596543312072754, 0.4568498134613037]",False,,0.36945900321006775
Where is the origin of the monkey and bear warriors described?,3.276,"['5.164', '3.285', '12.101', '7.87', '5.155']","[0.44053784012794495, 0.43907320499420166, 0.43008875846862793, 0.42856451869010925, 0.427060604095459]",False,,0.3893163502216339
Which section tells about Ram’s exile and Bharata’s visit to Chitrakoot?,3.277,"['2.2', '1.168', '3.183', '6.6', '8.21']","[0.4721149206161499, 0.45053672790527344, 0.4488303065299988, 0.4207460880279541, 0.4050852060317993]",False,,0.34495681524276733
Where is the killing of Khar and Dushan described?,3.277,"['8.6', '7.147', '8.21', '9.8', '7.11']","[0.4181068539619446, 0.4070582389831543, 0.3835662603378296, 0.38179856538772583, 0.3787094056606293]",False,,0.08045891672372818
Where does Ravana abduct Sita after Maricha’s death?,3.278,"['3.278', '3.281', '12.3', '3.279', '3.274']","[0.6128926277160645, 0.556907594203949, 0.5232670307159424, 0.5049204230308533, 0.4804908037185669]",True,1.0,0.6128926277160645
Which chapter narrates the killing of Maricha disguised as a deer?,3.278,"['3.278', '3.279', '3.291', '3.281', '1.152']","[0.5474362373352051, 0.4930116534233093, 0.46569639444351196, 0.46259453892707825, 0.4611946940422058]",True,1.0,0.5474362373352051
Which section describes the killing of Jatayu and his funeral by Shri Ram?,3.279,"['8.21', '3.183', '7.11', '8.82', '2.2']","[0.4978558123111725, 0.48814380168914795, 0.4860394299030304, 0.4563473165035248, 0.45607882738113403]",False,,0.3957054316997528
Where does Kabandha’s story and his killing by Ram appear?,3.279,"['8.21', '8.96', '8.82', '7.11', '8.9']","[0.4501907229423523, 0.44027334451675415, 0.43049755692481995, 0.4254460334777832, 0.42532411217689514]",False,,0.34483614563941956
Which chapter narrates the alliance between Rama and Sugriva and the killing of Vali?,3.280,"['3.274', '3.148', '3.280', '3.291', '3.279']","[0.6554580926895142, 0.6471322178840637, 0.6264872550964355, 0.6101437211036682, 0.5926980972290039]",True,3.0,0.6264871954917908
Where is Trijata comforting Sita in Ashok Vatika described?,3.280,"['3.281', '5.98', '3.265', '3.279', '3.278']","[0.46347907185554504, 0.453009694814682, 0.4362800121307373, 0.41240641474723816, 0.4082365930080414]",False,,0.39350903034210205
Where does the dialogue between Ravana and Sita take place in Lanka?,3.281,"['3.281', '3.279', '3.284', '3.280', '3.148']","[0.6362955570220947, 0.6243605017662048, 0.6231501698493958, 0.6169375777244568, 0.6151143908500671]",True,1.0,0.6362955570220947
Which chapter records Ravana’s persuasion and Sita’s steadfast refusal?,3.281,"['3.274', '3.280', '3.281', '3.278', '3.148']","[0.6172148585319519, 0.5893949270248413, 0.5813605785369873, 0.5796282291412354, 0.5639495849609375]",True,3.0,0.5813605785369873
Which chapter narrates Hanuman’s return from Lanka and recounting his journey?,3.282,"['3.148', '3.280', '3.274', '3.291', '3.147']","[0.5692647099494934, 0.4732551574707031, 0.46251189708709717, 0.447876513004303, 0.442962646484375]",False,,0.41229248046875
Where does Sugriva send the monkey army to search for Sita?,3.282,"['3.283', '3.280', '3.282', '3.284', '3.148']","[0.551160454750061, 0.4904532730579376, 0.48077794909477234, 0.47422802448272705, 0.46101444959640503]",True,3.0,0.48077794909477234
Which section describes the building of the bridge to Lanka?,3.283,"['6.6', '3.71', '3.272', '3.283', '5.98']","[0.3065524399280548, 0.3028339743614197, 0.29196077585220337, 0.28940606117248535, 0.2891441583633423]",True,4.0,0.28940606117248535
Where is Angada’s embassy to Ravana mentioned?,3.283,"['12.3', '13.140', '12.171', '14.29', '12.154']","[0.4263320863246918, 0.3980071246623993, 0.39769071340560913, 0.38791778683662415, 0.37878239154815674]",False,,0.32766056060791016
Which chapter depicts Angada delivering Ram’s message to Ravana?,3.284,"['3.274', '7.11', '3.284', '3.290', '3.285']","[0.4680635631084442, 0.4655908942222595, 0.45981642603874207, 0.44590646028518677, 0.4434165954589844]",True,3.0,0.45981642603874207
Where is the battle between the Vanaras and Rakshasas narrated?,3.284,"['3.290', '7.176', '3.158', '3.275', '3.285']","[0.50469970703125, 0.4994387924671173, 0.49917614459991455, 0.49908310174942017, 0.4845024049282074]",False,,0.45655202865600586
Which chapter narrates Swaha’s union with Agni taking the form of sages’ wives?,3.224,"['3.225', '3.226', '3.217', '1.234', '1.225']","[0.5785617828369141, 0.5385638475418091, 0.5037410855293274, 0.49625152349472046, 0.48892924189567566]",False,,0.36347007751464844
Where is the story of Agni’s union with Swaha described?,3.224,"['3.225', '3.217', '1.225', '1.224', '3.226']","[0.5874675512313843, 0.5696769952774048, 0.5337939858436584, 0.5165932774543762, 0.4922643303871155]",False,,0.3201737701892853
Which chapter describes the birth of Skanda (Kartikeya)?,3.225,"['3.228', '3.229', '3.230', '3.231', '1.137']","[0.6680954694747925, 0.6138443350791931, 0.6121907234191895, 0.5768728256225586, 0.5642156600952148]",False,,0.4355337917804718
Where is the destruction of mountains like Krauncha by Skanda mentioned?,3.225,"['3.228', '3.229', '3.230', '3.231', '3.227']","[0.5220834016799927, 0.485062837600708, 0.46927139163017273, 0.4625992178916931, 0.43957313895225525]",False,,0.32114899158477783
Where is Vishwamitra performing the sacred rites for Skanda described?,3.226,"['3.231', '3.232', '13.134', '3.229', '3.230']","[0.5081562995910645, 0.4778133034706116, 0.47134584188461304, 0.4573526978492737, 0.44037821888923645]",False,,0.3323710858821869
Which chapter mentions Agnidev protecting the child Skanda?,3.226,"['3.228', '3.227', '3.231', '3.229', '1.224']","[0.5186673402786255, 0.5135906934738159, 0.5033475160598755, 0.4580737352371216, 0.44860127568244934]",False,,0.4228973388671875
Where does Skanda grant protection to Indra and the other gods after their defeat?,3.227,"['3.229', '3.231', '13.134', '9.44', '12.327']","[0.5261427164077759, 0.4982296824455261, 0.47628843784332275, 0.47296664118766785, 0.4727945029735565]",False,,0.4565402865409851
Which section narrates the gods seeking refuge in Skanda?,3.227,"['3.229', '3.228', '3.231', '3.230', '3.227']","[0.5217602252960205, 0.5031640529632568, 0.4943009912967682, 0.48933088779449463, 0.4326293468475342]",True,5.0,0.43262937664985657
Which chapter tells of Skanda being made the commander of the gods?,3.229,"['3.228', '3.229', '3.230', '3.231', '3.227']","[0.6504541635513306, 0.6436125636100769, 0.581929087638855, 0.580520510673523, 0.55267733335495]",True,2.0,0.6436125040054321
Where is Skanda’s marriage to Devasena described?,3.229,"['3.228', '3.229', '3.230', '3.231', '3.227']","[0.5978870391845703, 0.5892022848129272, 0.5853723883628845, 0.5547763109207153, 0.49935370683670044]",True,2.0,0.5892022848129272
Which chapter explains how the Krittikas became stars in the sky?,3.230,"['1.15', '1.20', '1.226', '1.26', '1.25']","[0.47203120589256287, 0.45017701387405396, 0.44004541635513306, 0.43829822540283203, 0.4307887852191925]",False,,0.38831984996795654
Where is the description of planets causing troubles to humans found?,3.230,"['6.3', '13.90', '13.23', '5.38', '13.131']","[0.36144953966140747, 0.360679566860199, 0.3292207419872284, 0.32921719551086426, 0.3279981315135956]",False,,0.20002226531505585
Where is Skanda’s battle with Mahishasura narrated?,3.231,"['3.228', '3.230', '3.229', '3.231', '3.227']","[0.5711317658424377, 0.5550550222396851, 0.5454527139663696, 0.5270116329193115, 0.5222933292388916]",True,4.0,0.5270116329193115
Which chapter mentions Skanda’s journey with Rudra and the gods?,3.231,"['3.229', '3.228', '3.230', '3.231', '3.227']","[0.6450272798538208, 0.6196467876434326, 0.6048058867454529, 0.5934004187583923, 0.5239126086235046]",True,4.0,0.5934003591537476
Which section lists the many names and titles of Kartikeya?,3.232,"['6.11', '1.35', '3.232', '3.231', '3.221']","[0.46789348125457764, 0.4534188508987427, 0.4495261311531067, 0.43333518505096436, 0.4273129403591156]",True,3.0,0.4495261013507843
Where is the praise and glorification of Kartikeya described?,3.232,"['8.48', '3.232', '3.231', '8.82', '3.207']","[0.43399277329444885, 0.41952452063560486, 0.41165879368782043, 0.3999231457710266, 0.38270965218544006]",True,2.0,0.41952452063560486
Which chapter narrates the great battle between Rama and Ravana’s armies?,3.285,"['3.274', '3.148', '3.290', '3.280', '3.283']","[0.58202064037323, 0.5678229928016663, 0.5576879382133484, 0.5431528091430664, 0.5289607048034668]",False,,0.5240987539291382
Where is the clash of the Vanara and Rakshasa forces described?,3.285,"['7.176', '3.285', '3.158', '6.92', '12.284']","[0.5339571237564087, 0.4821434020996094, 0.4808403253555298, 0.4548819065093994, 0.4443894326686859]",True,2.0,0.482143372297287
Where does Ravana awaken Kumbhakarna for battle?,3.286,"['7.176', '7.179', '7.180', '7.175', '7.178']","[0.44279664754867554, 0.42611902952194214, 0.3924691081047058, 0.3923947811126709, 0.38482052087783813]",False,,0.25508713722229004
Which section describes Ravana’s grief over Prahastha and Dhumraksha’s deaths?,3.286,"['10.1', '3.281', '11.1', '10.17', '8.51']","[0.4962264895439148, 0.4653708040714264, 0.4525429606437683, 0.44533830881118774, 0.4334631860256195]",False,,0.38240185379981995
Which chapter depicts the killing of Kumbhakarna by Shri Ram?,3.287,"['7.11', '8.21', '7.147', '3.183', '8.27']","[0.5060502290725708, 0.48276427388191223, 0.47723203897476196, 0.4756179451942444, 0.4744771718978882]",False,,0.39352893829345703
Where are Vajravega and Pramathika slain in battle?,3.287,"['8.6', '8.5', '8.29', '5.111', '8.58']","[0.4097483158111572, 0.38232311606407166, 0.35785821080207825, 0.3277944326400757, 0.32636749744415283]",False,,0.17217274010181427
Where does Indrajit use illusion in battle against Rama and Lakshmana?,3.288,"['3.288', '3.289', '3.290', '3.274', '5.181']","[0.4365745782852173, 0.3778355121612549, 0.3776184320449829, 0.37644290924072266, 0.36888039112091064]",True,1.0,0.4365745782852173
Which chapter narrates Rama and Lakshmana becoming unconscious in Indrajit’s attack?,3.288,"['3.288', '3.280', '3.274', '3.291', '3.289']","[0.5871396064758301, 0.5667979121208191, 0.5633127689361572, 0.5476208329200745, 0.5280678272247314]",True,1.0,0.5871396064758301
Which chapter describes Lakshmana killing Indrajit?,3.289,"['3.288', '3.287', '3.282', '7.147', '1.176']","[0.5685020685195923, 0.4593495726585388, 0.4463536739349365, 0.44321516156196594, 0.42077189683914185]",False,,0.4151342809200287
Where does Avindhya restrain Ravana from killing Sita?,3.289,"['7.59', '3.281', '3.291', '3.284', '12.3']","[0.4449271559715271, 0.4443202614784241, 0.42816269397735596, 0.42383870482444763, 0.41492319107055664]",False,,0.31124913692474365
Which chapter recounts the final duel between Rama and Ravana?,3.290,"['3.274', '3.148', '3.291', '3.280', '3.290']","[0.6216093301773071, 0.5987908840179443, 0.5562925338745117, 0.5547168254852295, 0.5388102531433105]",True,5.0,0.5388102531433105
Where is Ravana’s death at Rama’s hands described?,3.290,"['3.290', '3.274', '12.3', '7.59', '3.279']","[0.5689806342124939, 0.5476481914520264, 0.5457737445831299, 0.5379700064659119, 0.5277525782585144]",True,1.0,0.5689806938171387
Which chapter narrates Sita’s trial by fire and divine vindication?,3.291,"['3.274', '3.280', '3.148', '3.282', '3.272']","[0.548877477645874, 0.5451184511184692, 0.5335533618927002, 0.5105710029602051, 0.5031008720397949]",False,,0.5004233121871948
Where does Rama return to Ayodhya and reunite with Bharata?,3.291,"['3.148', '3.274', '3.291', '3.115', '3.280']","[0.6136621236801147, 0.5820411443710327, 0.578943133354187, 0.5468993782997131, 0.5434837937355042]",True,3.0,0.578943133354187
Where does Sage Markandeya console or reassure Yudhishthira?,3.292,"['12.277', '12.175', '13.111', '12.286', '12.153']","[0.46431809663772583, 0.46248170733451843, 0.4544256925582886, 0.4450259506702423, 0.4449611306190491]",False,,0.12344047427177429
Which section contains Markandeya’s counsel to Yudhishthira during exile?,3.292,"['15.8', '3.141', '3.24', '3.140', '7.82']","[0.42426860332489014, 0.4129968285560608, 0.39643633365631104, 0.39212512969970703, 0.39092081785202026]",False,,0.25779491662979126
Which chapter tells of King Aswapati’s boon of a daughter Savitri?,3.293,"['3.296', '3.294', '3.293', '1.22', '3.297']","[0.5931235551834106, 0.5695180892944336, 0.5617494583129883, 0.5402947068214417, 0.5328329801559448]",True,3.0,0.5617494583129883
Where is Aswapati’s search for a suitable husband for Savitri described?,3.293,"['3.297', '3.296', '3.294', '3.293', '1.6']","[0.5985478758811951, 0.5785651803016663, 0.541192889213562, 0.502251386642456, 0.49406588077545166]",True,4.0,0.502251386642456
Which chapter narrates Savitri’s decision to marry Satyavan?,3.294,"['3.296', '3.294', '3.297', '3.299', '3.298']","[0.6676700115203857, 0.624254047870636, 0.597885251045227, 0.5759873390197754, 0.5732520818710327]",True,2.0,0.624254047870636
Where does Savitri express her firm resolve to wed Satyavan despite warnings?,3.294,"['3.296', '3.297', '3.294', '3.298', '3.295']","[0.6042098999023438, 0.5496386289596558, 0.5425515174865723, 0.47260528802871704, 0.46852633357048035]",True,3.0,0.5425515174865723
Which chapter narrates the wedding of Savitri and Satyavan?,3.295,"['3.296', '3.294', '3.297', '3.298', '3.299']","[0.649667501449585, 0.6178685426712036, 0.5894979238510132, 0.574849009513855, 0.5719470977783203]",False,,0.5545605421066284
Where is the account of Savitri’s devoted service to her family found?,3.295,"['3.296', '3.297', '3.294', '3.299', '1.28']","[0.566496729850769, 0.5364291667938232, 0.4490121901035309, 0.4437565803527832, 0.43214550614356995]",False,,0.3051837980747223
Which chapter depicts Savitri’s vow and her journey to the forest with Satyavan?,3.296,"['3.296', '3.297', '3.299', '3.294', '3.298']","[0.7024942636489868, 0.6297972202301025, 0.5937573313713074, 0.5811325907707214, 0.5766238570213318]",True,1.0,0.7024942636489868
Where is Savitri’s act of fasting before accompanying Satyavan described?,3.296,"['3.296', '3.297', '12.221', '13.93', '13.106']","[0.6000872850418091, 0.5148907899856567, 0.45458924770355225, 0.4508322775363922, 0.43759703636169434]",True,1.0,0.6000872850418091
Which chapter contains the dialogue between Savitri and Yama?,3.297,"['3.297', '3.296', '3.299', '3.294', '3.298']","[0.5918804407119751, 0.5486465692520142, 0.5281292796134949, 0.5149486064910889, 0.5031683444976807]",True,1.0,0.5918804407119751
Where does Yama restore Satyavan’s life and bless Savitri?,3.297,"['3.297', '3.296', '3.298', '3.294', '1.29']","[0.5347083806991577, 0.5300688147544861, 0.5236884355545044, 0.4391433894634247, 0.41724610328674316]",True,1.0,0.5347084403038025
Which chapter describes Dyumatsena’s concern for his son Satyavan?,3.298,"['3.295', '3.298', '3.294', '1.128', '3.120']","[0.4978211224079132, 0.4938303232192993, 0.46135035157203674, 0.44095516204833984, 0.42988213896751404]",True,2.0,0.4938303232192993
Where does Savitri explain the cause of her delayed return with Satyavan?,3.298,"['3.296', '3.297', '3.294', '3.298', '1.28']","[0.6230756044387817, 0.5932794809341431, 0.5018528699874878, 0.4988674819469452, 0.46563616394996643]",True,4.0,0.4988674223423004
Where does Dyumatsena regain his kingdom with the people’s request?,3.299,"['15.1', '12.44', '9.30', '18.1', '15.32']","[0.37757113575935364, 0.3746822476387024, 0.3657468259334564, 0.35103610157966614, 0.3478201627731323]",False,,0.2641773223876953
Which chapter describes the blessings of Savitri’s hundred sons and brothers?,3.299,"['3.297', '3.296', '1.28', '1.29', '3.299']","[0.474848210811615, 0.44614818692207336, 0.4449678063392639, 0.42797696590423584, 0.42135104537010193]",True,5.0,0.4213510751724243
Which chapter describes Surya warning Karna about Indra’s visit?,3.300,"['1.26', '3.302', '1.21', '3.278', '3.281']","[0.4845442473888397, 0.470358669757843, 0.4354321360588074, 0.4247678220272064, 0.42435503005981445]",False,,0.33891308307647705
Where does Karna insist on giving away his divine armor and earrings?,3.300,"['4.48', '12.2', '3.301', '12.4', '8.39']","[0.499828577041626, 0.48785775899887085, 0.4875095784664154, 0.4813174903392792, 0.4708690941333771]",False,,0.4034017324447632
Which chapter describes Surya warning Karna against giving his earrings to Indra?,3.301,"['3.302', '1.26', '1.22', '1.21', '3.278']","[0.5379868745803833, 0.49749505519866943, 0.4519827961921692, 0.44880086183547974, 0.4426474869251251]",False,,0.4385427236557007
Where does Surya advise Karna to keep his divine armor and earrings?,3.301,"['3.301', '12.4', '4.48', '12.3', '8.39']","[0.5869866609573364, 0.5205459594726562, 0.509272575378418, 0.504340410232544, 0.4950184226036072]",True,1.0,0.5869866609573364
Which chapter narrates the dialogue between Surya and Karna?,3.302,"['1.26', '8.82', '3.302', '3.254', '3.278']","[0.4927186667919159, 0.47753170132637024, 0.4771922528743744, 0.471897155046463, 0.4619521200656891]",True,3.0,0.4771922528743744
Where does Karna resolve to part with his armor only after gaining a boon from Indra?,3.302,"['8.49', '4.48', '12.2', '12.4', '7.135']","[0.5265260934829712, 0.5236310958862305, 0.5183310508728027, 0.513603925704956, 0.5049563646316528]",False,,0.3743058443069458
Where does Sage Durvasa arrive at Kuntibhoja’s court?,3.303,"['13.142', '12.21', '15.19', '12.355', '12.191']","[0.38556939363479614, 0.37357664108276367, 0.36749571561813354, 0.36399412155151367, 0.35814568400382996]",False,,0.26446741819381714
Which chapter describes Kuntibhoja assigning Pritha (Kunti) to serve Durvasa?,3.303,"['3.305', '14.88', '3.183', '1.199', '1.60']","[0.4984200894832611, 0.49535444378852844, 0.47994595766067505, 0.453739732503891, 0.4534987807273865]",False,,0.4437117576599121
Which chapter narrates Kunti’s conversation with her father about Durvasa’s visit?,3.304,"['1.168', '1.199', '1.148', '1.192', '1.141']","[0.529651403427124, 0.48830413818359375, 0.47895240783691406, 0.45715412497520447, 0.4412077069282532]",False,,0.3518146872520447
Where is Kunti’s service to the Brahmin guest described?,3.304,"['14.88', '13.65', '12.356', '13.59', '14.35']","[0.5294196605682373, 0.5088978409767151, 0.5000430345535278, 0.4982741177082062, 0.49790966510772705]",False,,0.4040330648422241
Where does Durvasa teach Kunti the divine mantra as a reward for her service?,3.305,"['14.88', '13.134', '15.30', '12.191', '13.150']","[0.4818013906478882, 0.46429160237312317, 0.4618927836418152, 0.4406090974807739, 0.4379369616508484]",False,,0.28358495235443115
Which section describes the Brahmin granting Kunti a boon for her devotion?,3.305,"['14.88', '12.21', '14.35', '14.34', '6.32']","[0.5386337041854858, 0.5352164506912231, 0.5221983790397644, 0.5188121795654297, 0.5134409070014954]",False,,0.4473304748535156
Which chapter describes Kunti invoking the Sun God through the mantra?,3.306,"['6.33', '14.88', '3.306', '6.35', '3.166']","[0.46716809272766113, 0.4587898254394531, 0.456860214471817, 0.4535588026046753, 0.4424750804901123]",True,3.0,0.4568602442741394
Where is the dialogue between Kunti and Surya narrated?,3.306,"['3.306', '3.307', '1.171', '15.30', '3.305']","[0.5464215278625488, 0.4922117590904236, 0.4515756070613861, 0.4299665093421936, 0.4212583899497986]",True,1.0,0.5464215278625488
Where does Surya bless Kunti and cause her to conceive Karna?,3.307,"['3.306', '3.307', '3.230', '15.30', '1.171']","[0.5295971632003784, 0.44506555795669556, 0.4175341725349426, 0.413370281457901, 0.3938191533088684]",True,2.0,0.44506555795669556
Which chapter narrates the divine conception of Karna by Kunti and Surya?,3.307,"['5.145', '3.189', '8.82', '3.254', '8.72']","[0.5077648162841797, 0.4863905608654022, 0.48536717891693115, 0.46793079376220703, 0.4678334593772888]",False,,0.36300766468048096
Which chapter tells of Karna’s birth and Kunti setting him afloat in the river?,3.308,"['8.82', '3.254', '5.145', '1.137', '8.48']","[0.5206094980239868, 0.5026446580886841, 0.4979534149169922, 0.49544113874435425, 0.490346759557724]",False,,0.33149200677871704
Where does Kunti grieve after abandoning her infant son Karna?,3.308,"['11.27', '12.7', '15.18', '8.68', '4.48']","[0.5048437714576721, 0.4155796766281128, 0.3986981213092804, 0.3920692205429077, 0.3871311545372009]",False,,0.17589955031871796
Which chapter describes Karna’s adoption by Adhiratha and Radha?,3.309,"['1.137', '8.82', '8.36', '5.145', '3.309']","[0.5558044910430908, 0.5283423662185669, 0.5066961050033569, 0.4982341527938843, 0.4967724084854126]",True,5.0,0.4967723786830902
Where is Indra’s arrival to meet Karna mentioned?,3.309,"['1.26', '3.230', '5.140', '5.145', '8.36']","[0.4088571071624756, 0.39934712648391724, 0.3992583751678467, 0.3984575867652893, 0.3961244225502014]",False,,0.23531030118465424
Where does Indra receive Karna’s divine armor and earrings in exchange for a boon?,3.310,"['12.2', '12.4', '8.38', '10.7', '10.18']","[0.43311432003974915, 0.4222497344017029, 0.41152405738830566, 0.399321973323822, 0.3891024589538574]",False,,0.3007044494152069
Which chapter narrates Indra blessing Karna with the Vasavi Shakti weapon?,3.310,"['8.36', '8.82', '1.26', '8.48', '8.72']","[0.49862685799598694, 0.47613176703453064, 0.46316802501678467, 0.45266780257225037, 0.452068030834198]",False,,0.403359591960907
Which chapter narrates the Pandavas chasing a deer that stole the Brahmin’s firewood?,3.311,"['3.258', '3.182', '1.213', '1.119', '1.165']","[0.5294541120529175, 0.5105899572372437, 0.5058340430259705, 0.5030326843261719, 0.48750168085098267]",False,,0.45414960384368896
Where is the incident leading to the Yaksha’s lake described?,3.311,"['3.154', '3.312', '3.314', '9.43', '3.153']","[0.45931196212768555, 0.40888267755508423, 0.39663422107696533, 0.37252986431121826, 0.3714117407798767]",False,,0.18632976710796356
Where do the Pandavas fall unconscious one after another by the lake?,3.312,"['3.154', '3.11', '1.216', '1.152', '3.143']","[0.4010034203529358, 0.3683779835700989, 0.35824674367904663, 0.3508627712726593, 0.3455866575241089]",False,,0.2642830014228821
Which section precedes Yudhishthira’s encounter with the Yaksha?,3.312,"['3.314', '7.82', '3.163', '3.158', '3.161']","[0.48267287015914917, 0.4647105038166046, 0.4507397711277008, 0.4359550476074219, 0.4100133180618286]",False,,0.4038229286670685
Which chapter contains the dialogue between Yaksha and Yudhishthira?,3.313,"['3.314', '3.158', '3.312', '3.145', '7.82']","[0.5608057975769043, 0.5152648091316223, 0.4951521158218384, 0.4875885248184204, 0.47040894627571106]",False,,0.27369847893714905
Where does Yaksha restore the lives of the Pandavas after being pleased with Yudhishthira’s answers?,3.313,"['12.44', '3.314', '11.26', '12.39', '15.27']","[0.48680874705314636, 0.48635196685791016, 0.4733280837535858, 0.47301575541496277, 0.4646746814250946]",False,,0.3077486753463745
Which section includes Yudhishthira’s famous philosophical responses to Yaksha?,3.313,"['3.314', '12.9', '3.158', '13.57', '3.141']","[0.4788529872894287, 0.4496200680732727, 0.42007535696029663, 0.40754395723342896, 0.4049789607524872]",False,,0.3245466351509094
